"","age","sex","race","country","education","relationship","internet_freq","internet_freq_everyday","gender_male","education_tertiary","relationship_yes","country_ke","country_za","country_ng","completition_minute","total_attention","att_check01","att_check02","att_check03","attention_score","multiple_attempts","order_attempt","sex_educ_exp","attention","PE01","PE02","PE03","FC02","EE01","EE02","SI01","SI02","SI03","SI04","AT01","AT02","AT03","BIU01","BIU02","BII01","BII02","BII03","sexEd_pref","sexEd_acc"
"99",21,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,8.1,3,1,1,1,"3","1","1","No",1,5,5,6,5,5,5,5,1,4,3,3,3,5,5,5,5,6,6,"Social media (Facebook)","Acceptable"
"100",19,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Sometimes",0,1,0,0,0,0,1,20.3,3,1,1,1,"3","1","1","Yes",1,5,5,5,4,5,5,5,5,5,5,5,5,3,5,5,6,5,5,"Social media (Whatsapp)","Acceptable"
"101",21,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,0,1,10.3,3,1,1,1,"3","1","1","No",1,6,6,6,4,6,6,5,5,6,6,4,3,5,5,5,5,5,5,NA,"Acceptable"
"102",20,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Sometimes",0,1,1,1,0,0,1,3,1,1,0,0,"1","1","1","Yes",0,3,3,5,7,4,3,4,1,1,2,2,2,4,5,5,2,2,3,"Social media (Instagram)","Slightly Unacceptable"
"103",18,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,8,1,0,0,1,"1","1","1","No",0,7,7,7,4,7,7,5,5,4,4,1,1,1,7,6,6,6,4,"Social media (Facebook)","Perfectly Acceptable"
"104",20,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,0,0,1,10.4,0,0,0,0,"0","1","1","Yes",0,7,7,7,7,6,4,1,4,1,2,1,2,4,4,6,7,5,7,"Social media (Facebook)","Perfectly Acceptable"
"105",18,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,0,1,8,2,1,0,1,"2","1","1","No",1,5,5,5,5,5,5,6,6,6,6,2,2,3,5,5,5,6,6,"Social media (Whatsapp)","Perfectly Acceptable"
"106",19,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,9.8,0,0,0,0,"0","1","1","No",0,5,5,5,4,4,4,4,4,4,5,5,5,4,4,4,5,5,4,"Mass Media (TV, Radio)","Neutral"
"107",23,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,12.9,3,1,1,1,"3","1","1","No",1,5,4,4,4,6,5,7,4,7,7,5,3,3,5,5,6,5,5,NA,"Acceptable"
"108",23,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,0,1,8.5,0,0,0,0,"0","1","1","No",0,4,5,4,4,4,4,3,3,3,4,5,4,4,4,5,5,5,4,"Social media (Facebook)","Neutral"
"109",19,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Sometimes",0,0,1,0,0,0,1,13.2,3,1,1,1,"3","2","1","No",1,3,5,3,3,3,4,3,3,5,6,5,6,4,4,5,5,4,3,"Mass Media (TV, Radio)","Slightly acceptable"
"110",21,"Female","Black/African","Nigeria","< Tertiary","Not married: in a relationship ","Sometimes",0,0,0,1,0,0,1,19.2,3,1,1,1,"3","2","2","No",1,7,7,6,6,6,4,5,5,3,5,5,5,5,5,6,5,6,5,"Social media (Facebook)","Perfectly Acceptable"
"111",19,"Female","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,0,1,11.3,2,0,1,1,"2","1","1","Yes",1,5,5,5,5,5,5,3,3,5,5,5,4,4,5,5,6,5,5,"Mass Media (TV, Radio)","Acceptable"
"112",23,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,0,0,1,9.8,3,1,1,1,"3","1","1","No",1,5,5,5,4,6,4,3,2,2,1,5,3,2,4,5,6,6,5,"A public dedicated website","Slightly acceptable"
"113",22,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,12.1,3,1,1,1,"3","1","1","Yes",1,6,6,6,4,5,3,4,5,5,4,6,4,4,5,5,4,4,4,"Social media (Facebook)","Acceptable"
"114",18,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,0,1,12,3,1,1,1,"3","1","1","No",1,3,6,5,4,4,4,1,1,1,3,7,5,3,1,1,4,4,4,"Social media (Whatsapp)",NA
"115",19,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Sometimes",0,1,1,0,0,0,1,9.3,3,1,1,1,"3","1","1","Yes",1,5,5,5,5,5,5,2,3,3,3,3,3,4,4,3,4,4,4,"Social media (Facebook)","Slightly acceptable"
"116",20,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,0,1,14.8,0,0,0,0,"0","1","1","Yes",0,7,4,7,5,6,5,5,3,4,5,6,6,5,6,5,5,5,6,"Social media (Facebook)","Slightly acceptable"
"117",22,"Male","Others","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,11.7,1,0,0,1,"1","2","1","Yes",0,6,6,5,5,5,6,5,4,4,6,5,3,4,6,7,7,6,5,"Social media (Facebook)","Slightly acceptable"
"118",21,"Female","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,0,1,16.2,3,1,1,1,"3","2","2","No",1,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,"Social media (Facebook)","Perfectly Acceptable"
"119",19,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Occasionally/Rarely",0,0,1,0,0,0,1,8.4,0,0,0,0,"0","1","1","Yes",0,7,7,5,6,5,6,2,3,2,3,3,3,2,6,5,6,6,5,"A public dedicated website",NA
"120",20,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,0,1,7.4,1,0,0,1,"1","1","1","Yes",0,7,6,4,6,5,6,3,2,2,2,4,2,2,6,6,5,5,6,"Mass Media (TV, Radio)","Slightly acceptable"
"121",20,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Sometimes",0,0,1,0,0,0,1,12,3,1,1,1,"3","1","1","No",1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,"Mass Media (TV, Radio)","Acceptable"
"122",19,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,35.1,3,1,1,1,"3","1","1","No",1,6,5,5,6,6,6,4,4,3,4,4,5,4,5,5,5,5,5,NA,"Slightly acceptable"
"123",19,"Male","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,1,0,0,8.1,2,1,0,1,"2","1","1","Yes",1,6,6,6,5,5,5,5,3,4,3,1,3,4,5,5,5,5,5,"Social media (Whatsapp)","Acceptable"
"124",18,"Female","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,1,0,9.3,3,1,1,1,"3","1","1","Yes",1,7,7,7,5,6,5,5,5,4,5,5,5,5,5,5,5,5,5,"Social media (Twitter)","Perfectly Acceptable"
"125",18,"Female","Black/African","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,1,0,9,0,0,0,0,"0","1","1","Yes",0,7,7,7,6,7,7,1,6,2,3,5,6,4,7,7,7,6,6,"Mass Media (TV, Radio)","Perfectly Acceptable"
"126",18,"Male","Black/African","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,1,0,11.8,1,0,0,1,"1","1","1","No",0,4,5,4,4,4,4,5,3,5,5,4,4,4,5,4,5,4,4,"A public dedicated website","Neutral"
"127",22,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Sometimes",0,1,1,1,0,0,1,17.5,3,1,1,1,"3","1","1","Yes",1,6,7,5,3,3,4,5,6,6,5,5,4,4,5,5,5,5,5,"Mass Media (TV, Radio)","Slightly acceptable"
"128",19,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,17.5,1,0,0,1,"1","1","1","No",0,7,7,5,5,5,5,3,2,1,4,7,3,4,5,6,7,7,7,"Social media (Facebook)","Acceptable"
"129",21,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,9.3,3,1,1,1,"3","1","1","No",1,5,5,5,4,4,4,4,3,3,4,4,4,3,4,4,4,5,4,"Social media (Facebook)","Neutral"
"130",21,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Occasionally/Rarely",0,1,0,0,0,0,1,4.9,0,0,0,0,"0","1","1","No",0,5,5,5,5,4,5,3,3,3,3,2,3,3,5,3,5,5,5,"Social media (Whatsapp)","Acceptable"
"131",24,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,0,1,25.7,3,1,1,1,"3","1","1","Yes",1,6,7,6,4,4,5,1,2,1,5,5,5,3,7,6,7,7,7,"Social media (Whatsapp)","Acceptable"
"132",23,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,0,0,1,4.6,1,0,0,1,"1","2","1","No",0,6,5,5,5,4,6,3,2,4,4,2,5,3,5,5,6,5,6,"Social media (Facebook)","Acceptable"
"133",22,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,0,1,2.7,0,0,0,0,"0","2","2","Yes",0,6,5,4,4,5,4,3,3,4,4,5,2,3,4,5,4,5,5,"Social media (Instagram)","Acceptable"
"134",20,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Sometimes",0,0,1,0,0,0,1,10.8,3,1,1,1,"3","1","1","Yes",1,5,5,5,4,5,5,4,5,1,5,3,3,3,5,5,7,7,5,NA,"Acceptable"
"135",20,"Female","Black/African","Nigeria","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,0,1,7.2,0,0,0,0,"0","1","1","Yes",0,7,7,7,7,7,7,2,1,1,1,1,3,2,6,6,7,6,6,"Social media (Whatsapp)","Perfectly Acceptable"
"136",22,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,21.5,3,1,1,1,"3","1","1","No",1,6,5,6,5,6,6,4,5,5,6,6,5,5,6,7,7,6,7,"A public dedicated website","Acceptable"
"137",22,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,13.4,3,1,1,1,"3","2","1","No",1,5,6,6,3,5,5,5,5,5,5,5,4,5,6,6,6,5,4,"Social media (Facebook)","Perfectly Acceptable"
"138",21,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,0,1,7.6,3,1,1,1,"3","2","2","Yes",1,5,5,5,5,7,6,5,5,4,3,4,5,2,5,7,7,7,7,"Social media (Facebook)","Acceptable"
"139",22,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Sometimes",0,1,1,1,0,0,1,9.5,1,0,0,1,"1","1","1","No",0,5,5,5,4,4,3,3,4,4,4,4,4,4,4,5,4,5,4,"A public dedicated website","Slightly acceptable"
"140",22,"Male","Black/African","Nigeria","< Tertiary","Not married: in a relationship ","Everyday",1,1,0,1,0,0,1,14,1,0,0,1,"1","1","1","Yes",0,7,7,7,7,6,7,5,4,3,4,5,5,5,7,7,7,7,7,"Social media (Whatsapp)","Slightly acceptable"
"141",20,"Male","Black/African","Nigeria","< Tertiary","Not married: in a relationship ","Sometimes",0,1,0,1,0,0,1,8.1,0,0,0,0,"0","2","1","No",0,6,5,4,4,3,2,5,6,4,4,6,6,7,4,3,7,4,4,"Social media (Whatsapp)","Acceptable"
"142",21,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,0,1,14,3,1,1,1,"3","1","1","No",1,6,6,6,2,3,6,5,4,5,6,4,5,5,5,5,4,5,4,"A public dedicated website","Slightly Unacceptable"
"143",18,"Female","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,0,1,27.5,3,1,1,1,"3","1","1","No",1,7,6,6,5,6,5,5,5,3,5,6,5,6,6,6,6,6,6,"Social media (Twitter)","Acceptable"
"144",19,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,7.7,1,1,0,0,"1","1","1","No",0,7,7,7,7,7,7,1,1,1,1,1,1,1,7,7,7,7,7,"Social media (Facebook)","Unacceptable"
"145",21,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,0,0,1,21.4,1,0,0,1,"1","1","1","No",0,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,"Social media (Facebook)","Acceptable"
"146",19,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Occasionally/Rarely",0,0,1,0,0,0,1,16.1,3,1,1,1,"3","1","1","No",1,5,5,5,7,5,6,4,5,4,4,5,6,4,5,5,6,5,5,"Mass Media (TV, Radio)","Slightly acceptable"
"147",19,"Female","Black/African","Nigeria","< Tertiary","Not married: in a relationship ","Sometimes",0,0,0,1,0,0,1,41.2,3,1,1,1,"3","1","1","Yes",1,6,6,7,5,5,5,1,2,1,3,4,5,5,4,5,5,4,5,"Social media (Whatsapp)","Perfectly Acceptable"
"148",18,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,14.1,1,0,0,1,"1","1","1","No",0,6,6,6,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,"Social media (Whatsapp)","Acceptable"
"149",23,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,0,1,11,3,1,1,1,"3","1","1","No",1,5,5,7,5,5,5,6,6,5,5,6,7,5,5,7,7,6,7,"A public dedicated website","Acceptable"
"150",18,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,0,1,13.3,3,1,1,1,"3","1","1","Yes",1,6,6,6,5,6,6,3,3,4,5,5,5,5,5,5,5,5,5,"Mass Media (TV, Radio)","Slightly acceptable"
"151",20,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,0,1,7.3,1,1,0,0,"1","1","1","Yes",0,7,7,7,7,7,7,1,1,1,1,2,1,2,7,7,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"152",20,"Male","Black/African","Nigeria","< Tertiary","Not married: in a relationship ","Everyday",1,1,0,1,0,0,1,17.6,3,1,1,1,"3","1","1","No",1,5,5,5,4,5,4,4,4,4,4,5,5,3,4,5,5,5,5,"A public dedicated website","Acceptable"
"153",20,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,12.6,1,0,0,1,"1","1","1","No",0,5,5,4,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,NA,"Acceptable"
"154",19,"Female","Black/African","Nigeria","< Tertiary","Not married: in a relationship ","Sometimes",0,0,0,1,0,0,1,21,1,0,0,1,"1","1","1","Yes",0,5,5,5,5,5,5,3,3,3,4,5,3,5,5,4,5,5,5,"Mass Media (TV, Radio)","Acceptable"
"155",20,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,17,3,1,1,1,"3","1","1","Yes",1,5,5,5,5,5,5,6,5,5,6,6,3,5,5,5,5,5,5,"Social media (Facebook)","Perfectly Acceptable"
"156",18,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,0,1,17.5,2,1,0,1,"2","1","1","Yes",1,6,6,6,5,5,4,4,4,4,4,5,5,4,5,5,5,5,5,"Social media (Whatsapp)","Acceptable"
"157",20,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Occasionally/Rarely",0,0,1,1,0,0,1,6.2,1,0,0,1,"1","1","1","Yes",0,5,5,5,5,5,4,4,5,2,3,4,4,3,5,7,6,5,6,"Social media (Facebook)","Acceptable"
"158",23,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Sometimes",0,1,1,0,0,0,1,9.9,3,1,1,1,"3","1","1","No",1,5,5,5,4,5,4,5,5,5,5,5,3,5,4,4,3,3,3,"Social media (Facebook)","Slightly acceptable"
"159",18,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Sometimes",0,1,1,1,0,0,1,10.5,3,1,1,1,"3","1","1","No",1,6,7,6,5,6,5,1,1,1,1,6,6,5,5,7,6,7,7,"A public dedicated website","Slightly acceptable"
"160",18,"Female","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,0,1,13.3,3,1,1,1,"3","1","1","Yes",1,6,5,6,5,5,4,6,6,5,6,5,5,5,5,5,5,5,6,"Social media (Whatsapp)","Neutral"
"161",19,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,0,1,15.8,3,1,1,1,"3","1","1","No",1,6,6,6,3,4,4,4,3,3,3,4,4,4,1,1,5,5,3,NA,"Perfectly Acceptable"
"162",20,"Female","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,0,1,9.5,3,1,1,1,"3","1","1","No",1,7,7,4,5,4,4,3,3,5,5,4,3,4,7,7,7,7,7,"Social media (Whatsapp)","Neutral"
"163",21,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,5.7,0,0,0,0,"0","1","1","Yes",0,7,4,5,6,3,4,4,3,3,1,2,2,1,6,6,5,4,1,"Social media (Facebook)","Slightly acceptable"
"164",20,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,0,1,10.8,3,1,1,1,"3","1","1","No",1,5,6,6,5,6,5,5,5,5,5,6,5,4,5,5,5,5,5,"A public dedicated website","Acceptable"
"165",18,"Female","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,0,1,10.5,0,0,0,0,"0","1","1","Yes",0,6,6,6,5,4,4,3,2,3,2,2,4,3,5,6,5,4,6,"Social media (Whatsapp)","Acceptable"
"166",19,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,0,1,14.9,3,1,1,1,"3","1","1","No",1,6,6,6,4,6,6,1,2,4,4,5,3,4,4,5,6,4,4,"Social media (Facebook)","Slightly acceptable"
"167",23,"Female","Black/African","Nigeria","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,0,1,21.9,1,1,0,0,"1","1","1","Yes",0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"A public dedicated website","Neutral"
"168",21,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Sometimes",0,0,1,1,0,0,1,13.9,3,1,1,1,"3","1","1","Yes",1,6,6,6,5,6,6,5,5,5,5,5,4,5,5,6,6,6,6,"Social media (Facebook)","Perfectly Acceptable"
"169",18,"Female","Black/African","Nigeria","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,0,1,7.3,3,1,1,1,"3","1","1","No",1,4,4,6,4,5,6,3,3,4,5,5,2,4,4,4,5,5,5,"A public dedicated website","Neutral"
"170",19,"Female","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,0,1,17.1,3,1,1,1,"3","1","1","No",1,5,5,5,4,4,4,4,4,4,5,5,5,4,5,5,5,4,4,NA,"Acceptable"
"171",21,"Female","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Sometimes",0,0,0,0,0,0,1,19.5,3,1,1,1,"3","1","1","No",1,6,6,6,5,5,4,4,4,3,3,4,4,4,4,4,5,5,4,"Social media (Facebook)","Acceptable"
"172",21,"Female","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,0,1,13.4,0,0,0,0,"0","1","1","No",0,5,5,7,5,5,5,3,3,3,3,5,3,3,5,5,3,3,4,"Social media (Facebook)","Acceptable"
"173",21,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,0,1,16,1,0,0,1,"1","1","1","No",0,4,4,4,4,4,6,4,4,4,5,4,5,4,4,5,4,4,4,"Mass Media (TV, Radio)","Acceptable"
"174",18,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,0,1,6.7,2,0,1,1,"2","1","1","Yes",1,6,4,4,5,4,7,4,4,4,4,3,3,3,5,5,5,5,5,"Social media (Facebook)","Acceptable"
"175",18,"Female","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Sometimes",0,0,0,0,0,0,1,13.9,3,1,1,1,"3","1","1","No",1,5,6,6,5,5,4,2,4,4,4,5,4,4,5,5,5,5,5,"A public dedicated website","Acceptable"
"176",19,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Sometimes",0,0,1,0,0,0,1,12.5,3,1,1,1,"3","1","1","Yes",1,6,6,6,5,7,7,3,2,3,4,5,4,5,6,6,6,7,7,"Social media (Facebook)","Acceptable"
"177",19,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,0,1,9.6,3,1,1,1,"3","1","1","Yes",1,7,7,7,7,3,3,7,1,7,7,7,1,1,7,7,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"178",19,"Female","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,0,1,7.1,2,0,1,1,"2","1","1","No",1,6,6,4,4,4,2,1,2,2,3,2,2,2,1,1,1,1,1,"Social media (Facebook)","Acceptable"
"179",24,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,0,1,16.3,3,1,1,1,"3","1","1","Yes",1,6,6,6,5,5,5,6,5,7,7,5,5,5,6,6,6,6,6,"Social media (Facebook)","Perfectly Acceptable"
"180",18,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,0,1,13,3,1,1,1,"3","1","1","No",1,7,7,7,6,7,7,1,1,1,7,7,1,7,7,7,7,7,7,"A public dedicated website","Perfectly Acceptable"
"181",22,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,0,1,12.4,3,1,1,1,"3","1","1","No",1,6,6,6,5,6,6,6,5,5,5,6,5,6,6,6,6,6,6,"A public dedicated website","Acceptable"
"182",19,"Male","Black/African","Nigeria","< Tertiary","Not married: in a relationship ","Occasionally/Rarely",0,1,0,1,0,0,1,7.8,2,1,0,1,"2","1","1","Yes",1,6,6,7,5,6,7,2,3,3,4,4,3,3,5,5,5,6,6,"Social media (Facebook)","Unacceptable"
"183",21,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,8.2,3,1,1,1,"3","1","1","No",1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,"Acceptable"
"184",22,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,9.6,2,1,0,1,"2","2","1","Yes",1,7,7,7,6,5,6,2,5,4,2,3,1,1,5,7,6,6,7,"Mass Media (TV, Radio)","Slightly acceptable"
"185",22,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Sometimes",0,1,0,0,0,0,1,3.5,1,0,0,1,"1","2","2","Yes",0,7,7,6,6,7,7,1,4,7,2,4,1,4,7,7,7,5,7,"Social media (Twitter)","Slightly Unacceptable"
"186",21,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,0,0,1,6.6,0,0,0,0,"0","1","1","Yes",0,7,7,7,7,7,7,1,1,1,1,1,1,1,7,7,7,7,7,"Social media (Facebook)","Acceptable"
"187",18,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,0,1,14.5,3,1,1,1,"3","1","1","No",1,6,6,6,4,5,4,4,4,5,5,5,6,7,6,6,7,5,5,"Social media (Whatsapp)","Acceptable"
"188",23,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Occasionally/Rarely",0,0,1,1,0,0,1,11.6,3,1,1,1,"3","1","1","No",1,6,6,6,5,5,5,5,6,6,6,5,4,5,5,6,5,6,6,"Social media (Facebook)","Acceptable"
"189",24,"Female","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Occasionally/Rarely",0,0,0,0,0,0,1,12.6,3,1,1,1,"3","1","1","Yes",1,7,7,7,5,6,6,1,4,5,4,4,2,3,4,6,5,6,4,"Social media (Facebook)","Acceptable"
"190",23,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,0,1,23.2,3,1,1,1,"3","2","1","Yes",1,6,6,7,5,5,6,5,5,5,4,5,5,5,6,6,6,7,7,"Social media (Facebook)","Acceptable"
"191",23,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,0,1,10.2,3,1,1,1,"3","2","2","Yes",1,7,7,7,7,7,7,3,3,5,5,4,5,5,7,7,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"192",18,"Female","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,0,1,12.6,0,0,0,0,"0","1","1","No",0,6,6,7,3,3,3,3,4,4,3,7,6,5,6,6,7,6,5,"Social media (Facebook)","Perfectly Acceptable"
"193",22,"Female","Black/African","Nigeria","< Tertiary","Not married: in a relationship ","Sometimes",0,0,0,1,0,0,1,8.2,3,1,1,1,"3","1","1","Yes",1,5,5,5,4,5,5,3,4,3,3,5,5,5,5,5,5,5,4,"Social media (Facebook)","Acceptable"
"194",22,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,0,1,8,3,1,1,1,"3","1","1","Yes",1,5,5,5,3,5,5,1,3,3,4,5,5,5,6,6,5,4,5,"A public dedicated website","Acceptable"
